date,iso_code,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,daily_vaccinations_per_million,people_fully_vaccinated_per_hundred
2021-01-28,IRL,,,,,6271.0,,1270.0,
2021-01-29,IRL,,,,,6886.0,,1395.0,
2021-01-30,IRL,,,,,7500.0,,1519.0,
2021-01-31,IRL,199800.0,150500.0,49300.0,,8114.0,4.05,1643.0,1.0
2021-02-01,IRL,,,,,8118.0,,1644.0,
2021-02-02,IRL,,,,,8122.0,,1645.0,
2021-02-03,IRL,,,,,8126.0,,1646.0,
2021-02-04,IRL,,,,,7643.0,,1548.0,
2021-02-05,IRL,230766.0,151212.0,79554.0,,7159.0,4.67,1450.0,1.61
2021-02-06,IRL,,,,,6486.0,,1314.0,
2021-02-07,IRL,240487.0,153654.0,86833.0,,5812.0,4.87,1177.0,1.76
2021-02-08,IRL,243353.0,154900.0,88453.0,2866.0,5337.0,4.93,1081.0,1.79
2021-02-09,IRL,248284.0,158904.0,89380.0,4931.0,5157.0,5.03,1044.0,1.81
2021-02-10,IRL,256681.0,166863.0,89818.0,8397.0,5472.0,5.2,1108.0,1.82
2021-02-11,IRL,261073.0,171239.0,89834.0,4392.0,5214.0,5.29,1056.0,1.82
2021-02-12,IRL,265237.0,175238.0,89999.0,4164.0,4924.0,5.37,997.0,1.82
2021-02-13,IRL,268551.0,176926.0,91625.0,3314.0,4704.0,5.44,953.0,1.86
2021-02-14,IRL,271942.0,180192.0,91750.0,3391.0,4494.0,5.51,910.0,1.86
2021-02-15,IRL,280581.0,182193.0,98388.0,8639.0,5318.0,5.68,1077.0,1.99
2021-02-16,IRL,293752.0,187893.0,105859.0,13171.0,6495.0,5.95,1315.0,2.14
2021-02-17,IRL,310900.0,197609.0,113291.0,17148.0,7746.0,6.3,1569.0,2.29
2021-02-18,IRL,326475.0,205955.0,120520.0,15575.0,9343.0,6.61,1892.0,2.44
2021-02-19,IRL,340704.0,214384.0,126320.0,14229.0,10781.0,6.9,2183.0,2.56
2021-02-20,IRL,350322.0,219899.0,130423.0,9618.0,11682.0,7.09,2366.0,2.64
2021-02-21,IRL,353971.0,222073.0,131898.0,3649.0,11718.0,7.17,2373.0,2.67
2021-02-22,IRL,359616.0,226291.0,133325.0,5645.0,11291.0,7.28,2287.0,2.7
2021-02-23,IRL,373280.0,238841.0,134439.0,13664.0,11361.0,7.56,2301.0,2.72
2021-02-24,IRL,391355.0,254948.0,136407.0,18075.0,11494.0,7.93,2328.0,2.76
2021-02-25,IRL,409529.0,271594.0,137935.0,18174.0,11865.0,8.29,2403.0,2.79
2021-02-26,IRL,426070.0,285780.0,140290.0,16541.0,12195.0,8.63,2470.0,2.84
2021-02-27,IRL,435895.0,294550.0,141345.0,9825.0,12225.0,8.83,2476.0,2.86
2021-02-28,IRL,439782.0,297899.0,141883.0,3887.0,12259.0,8.91,2483.0,2.87
2021-03-01,IRL,446474.0,303550.0,142924.0,6692.0,12408.0,9.04,2513.0,2.89
2021-03-02,IRL,460637.0,316056.0,144581.0,14163.0,12480.0,9.33,2527.0,2.93
2021-03-03,IRL,,,,,12271.0,,2485.0,
2021-03-04,IRL,493873.0,346256.0,147617.0,,12049.0,10.0,2440.0,2.99
2021-03-05,IRL,513322.0,363601.0,149721.0,19449.0,12465.0,10.4,2524.0,3.03
2021-03-06,IRL,523069.0,373149.0,149920.0,9747.0,12453.0,10.59,2522.0,3.04
2021-03-07,IRL,525768.0,375521.0,150247.0,2699.0,12284.0,10.65,2488.0,3.04
2021-03-08,IRL,536617.0,382528.0,154089.0,10849.0,12878.0,10.87,2608.0,3.12
2021-03-09,IRL,553161.0,396089.0,157072.0,16544.0,13218.0,11.2,2677.0,3.18
2021-03-10,IRL,570391.0,409662.0,160729.0,17230.0,13305.0,11.55,2695.0,3.26
2021-03-11,IRL,589512.0,426819.0,162693.0,19121.0,13663.0,11.94,2767.0,3.29
2021-03-12,IRL,606904.0,443092.0,163812.0,17392.0,13369.0,12.29,2707.0,3.32
2021-03-13,IRL,615934.0,451589.0,164345.0,9030.0,13266.0,12.47,2687.0,3.33
2021-03-14,IRL,617050.0,452554.0,164496.0,1116.0,13040.0,12.5,2641.0,3.33
2021-03-15,IRL,620580.0,455182.0,165398.0,3530.0,11995.0,12.57,2429.0,3.35
2021-03-16,IRL,632359.0,463500.0,168859.0,11779.0,11314.0,12.81,2291.0,3.42
2021-03-17,IRL,639586.0,468328.0,171258.0,7227.0,9885.0,12.95,2002.0,3.47
2021-03-18,IRL,654251.0,478725.0,175526.0,14665.0,9248.0,13.25,1873.0,3.55
2021-03-19,IRL,668529.0,487466.0,181063.0,14278.0,8804.0,13.54,1783.0,3.67
2021-03-20,IRL,675946.0,492106.0,183840.0,7417.0,8573.0,13.69,1736.0,3.72
2021-03-21,IRL,680015.0,495824.0,184191.0,4069.0,8995.0,13.77,1822.0,3.73
2021-03-22,IRL,690449.0,503796.0,186653.0,10434.0,9981.0,13.98,2021.0,3.78
2021-03-23,IRL,709348.0,515800.0,193548.0,18899.0,10998.0,14.37,2227.0,3.92
2021-03-24,IRL,732678.0,529984.0,202694.0,23330.0,13299.0,14.84,2693.0,4.1
2021-03-25,IRL,760168.0,548945.0,211223.0,27490.0,15131.0,15.39,3064.0,4.28
2021-03-26,IRL,786569.0,567023.0,219546.0,26401.0,16863.0,15.93,3415.0,4.45
2021-03-27,IRL,802502.0,577641.0,224861.0,15933.0,18079.0,16.25,3661.0,4.55
2021-03-28,IRL,806541.0,580857.0,225684.0,4039.0,18075.0,16.33,3661.0,4.57
2021-03-29,IRL,819676.0,590688.0,228988.0,13135.0,18461.0,16.6,3739.0,4.64
2021-03-30,IRL,840561.0,603802.0,236759.0,20885.0,18745.0,17.02,3796.0,4.79
2021-03-31,IRL,865460.0,619003.0,246457.0,24899.0,18969.0,17.53,3842.0,4.99
2021-04-01,IRL,893375.0,636963.0,256412.0,27915.0,19030.0,18.09,3854.0,5.19
2021-04-02,IRL,923878.0,655292.0,268586.0,30503.0,19616.0,18.71,3973.0,5.44
2021-04-03,IRL,932324.0,660800.0,271524.0,8446.0,18546.0,18.88,3756.0,5.5
2021-04-04,IRL,,,,,18580.0,,3763.0,
2021-04-05,IRL,940883.0,667182.0,273701.0,,17315.0,19.05,3507.0,5.54
2021-04-06,IRL,961887.0,679844.0,282043.0,21004.0,17332.0,19.48,3510.0,5.71
2021-04-07,IRL,1018264.0,716636.0,301628.0,56377.0,21829.0,20.62,4421.0,6.11
2021-04-08,IRL,,,,,19817.0,,4013.0,
2021-04-09,IRL,1045919.0,735997.0,309922.0,,17434.0,21.18,3531.0,6.28
2021-04-10,IRL,,,,,17496.0,,3543.0,
2021-04-11,IRL,1063666.0,749450.0,314216.0,,18152.0,21.54,3676.0,6.36
2021-04-12,IRL,1076216.0,758763.0,317453.0,12550.0,19333.0,21.8,3915.0,6.43
2021-04-13,IRL,1094964.0,769721.0,325243.0,18748.0,19011.0,22.18,3850.0,6.59
2021-04-14,IRL,1121003.0,789526.0,331477.0,26039.0,14677.0,22.7,2972.0,6.71
2021-04-15,IRL,,,,,17512.0,,3547.0,
2021-04-16,IRL,1188354.0,838644.0,349710.0,,20348.0,24.07,4121.0,7.08
2021-04-17,IRL,1204063.0,852189.0,351874.0,15709.0,21324.0,24.38,4319.0,7.13
2021-04-18,IRL,1208459.0,855512.0,352947.0,4396.0,20685.0,24.47,4189.0,7.15
2021-04-19,IRL,,,,,21214.0,,4296.0,
2021-04-20,IRL,1240965.0,878823.0,362142.0,,20857.0,25.13,4224.0,7.33
2021-04-21,IRL,1275828.0,904774.0,371054.0,34863.0,22118.0,25.84,4479.0,7.51
2021-04-22,IRL,1317165.0,934980.0,382185.0,41337.0,23212.0,26.68,4701.0,7.74
2021-04-23,IRL,1359921.0,966611.0,393310.0,42756.0,24510.0,27.54,4964.0,7.97
2021-04-24,IRL,1385753.0,987681.0,398072.0,25832.0,25956.0,28.06,5257.0,8.06
2021-04-25,IRL,1398061.0,998134.0,399927.0,12308.0,27086.0,28.31,5485.0,8.1
2021-04-26,IRL,1417942.0,1014640.0,403302.0,19881.0,27604.0,28.72,5590.0,8.17
2021-04-27,IRL,1452434.0,1041284.0,411150.0,34492.0,30210.0,29.41,6118.0,8.33
2021-04-28,IRL,1487043.0,1067378.0,419665.0,34609.0,30174.0,30.12,6111.0,8.5
2021-04-29,IRL,,,,,30392.0,,6155.0,
2021-04-30,IRL,1572779.0,1130958.0,441821.0,,30408.0,31.85,6158.0,8.95
2021-05-01,IRL,1591888.0,1146562.0,445326.0,19109.0,29448.0,32.24,5964.0,9.02
2021-05-02,IRL,1604644.0,1159083.0,445561.0,12756.0,29512.0,32.5,5977.0,9.02
2021-05-03,IRL,1621870.0,1174292.0,447578.0,17226.0,29133.0,32.85,5900.0,9.06
2021-05-04,IRL,1655866.0,1201373.0,454493.0,33996.0,29062.0,33.53,5886.0,9.2
2021-05-05,IRL,,,,,30621.0,,6201.0,
2021-05-06,IRL,1746912.0,1267167.0,479745.0,,31000.0,35.38,6278.0,9.72
2021-05-07,IRL,1799190.0,1305178.0,494012.0,52278.0,32344.0,36.44,6550.0,10.0
2021-05-08,IRL,1827610.0,1327821.0,499789.0,28420.0,33675.0,37.01,6820.0,10.12
2021-05-09,IRL,1848747.0,1347561.0,501186.0,21137.0,34872.0,37.44,7062.0,10.15
2021-05-10,IRL,1882635.0,1376583.0,506052.0,33888.0,37252.0,38.13,7544.0,10.25
2021-05-11,IRL,1922913.0,1408655.0,514808.0,40278.0,38150.0,38.94,7726.0,10.43
2021-05-12,IRL,,,,,36721.0,,7437.0,
2021-05-13,IRL,,,,,35293.0,,7148.0,
2021-05-14,IRL,,,,,32900.0,,6663.0,
2021-05-15,IRL,,,,,33914.0,,6868.0,
2021-05-16,IRL,,,,,35970.0,,7285.0,
2021-05-17,IRL,,,,,36204.0,,7332.0,
2021-05-18,IRL,,,,,35524.0,,7194.0,
2021-05-19,IRL,,,,,35524.0,,7194.0,
2021-05-20,IRL,,,,,35524.0,,7194.0,
2021-05-21,IRL,,,,,35524.0,,7194.0,
2021-05-22,IRL,,,,,35524.0,,7194.0,
2021-05-23,IRL,2349207.0,1734234.0,,,35524.0,47.58,7194.0,
2021-05-24,IRL,,,,,31228.0,,6324.0,
2021-05-25,IRL,,,,,26931.0,,5454.0,
2021-05-26,IRL,,,,,22635.0,,4584.0,
2021-05-27,IRL,,,,,18338.0,,3714.0,
2021-05-28,IRL,,,,,14042.0,,2844.0,
2021-05-29,IRL,,,,,9745.0,,1974.0,
2021-05-30,IRL,2387348.0,1760642.0,,,5449.0,48.35,1104.0,
2021-05-31,IRL,,,,,14851.0,,3008.0,
2021-06-01,IRL,,,,,24253.0,,4912.0,
2021-06-02,IRL,,,,,33656.0,,6816.0,
2021-06-03,IRL,,,,,43058.0,,8720.0,
2021-06-04,IRL,,,,,52460.0,,10624.0,
2021-06-05,IRL,,,,,61863.0,,12528.0,
2021-06-06,IRL,,,,,71265.0,,14433.0,
2021-06-07,IRL,,,,,71265.0,,14433.0,
2021-06-08,IRL,,,,,71265.0,,14433.0,
2021-06-09,IRL,3100000.0,2100000.0,1000000.0,,71265.0,62.78,14433.0,20.25
2021-06-10,IRL,,,,,65310.0,,13227.0,
2021-06-11,IRL,,,,,59354.0,,12020.0,
2021-06-12,IRL,,,,,53399.0,,10814.0,
2021-06-13,IRL,3218310.0,2217448.0,,,47444.0,65.18,9608.0,
2021-06-14,IRL,,,,,46676.0,,9453.0,
2021-06-15,IRL,,,,,45908.0,,9297.0,
2021-06-16,IRL,,,,,45139.0,,9142.0,
2021-06-17,IRL,,,,,50327.0,,10192.0,
2021-06-18,IRL,,,,,55514.0,,11243.0,
2021-06-19,IRL,,,,,60701.0,,12293.0,
2021-06-20,IRL,3679531.0,2349219.0,,,65889.0,74.52,13344.0,
2021-06-21,IRL,,,,,63122.0,,12783.0,
2021-06-22,IRL,,,,,60356.0,,12223.0,
2021-06-23,IRL,,,,,57589.0,,11663.0,
2021-06-24,IRL,,,,,54823.0,,11103.0,
2021-06-25,IRL,,,,,52056.0,,10542.0,
2021-06-26,IRL,,,,,49290.0,,9982.0,
2021-06-27,IRL,4005196.0,2464080.0,,,46524.0,81.11,9422.0,
2021-06-28,IRL,,,,,47305.0,,9580.0,
2021-06-29,IRL,,,,,48086.0,,9738.0,
2021-06-30,IRL,,,,,48867.0,,9897.0,
2021-07-01,IRL,,,,,49648.0,,10055.0,
2021-07-02,IRL,,,,,50429.0,,10213.0,
2021-07-03,IRL,,,,,51210.0,,10371.0,
2021-07-04,IRL,4369136.0,2654283.0,1786900.0,,51991.0,88.48,10529.0,36.19
2021-07-05,IRL,4423158.0,2672005.0,1823201.0,54022.0,52282.0,89.58,10588.0,36.92
2020-12-27,ITA,7206.0,7206.0,,,,0.01,,
2020-12-28,ITA,8632.0,8632.0,,1426.0,1426.0,0.01,24.0,
2020-12-29,ITA,9645.0,9645.0,,1013.0,1220.0,0.02,20.0,
2020-12-30,ITA,14367.0,14367.0,,4722.0,2387.0,0.02,39.0,
2020-12-31,ITA,39770.0,39770.0,,25403.0,8141.0,0.07,135.0,
2021-01-01,ITA,50729.0,50729.0,,10959.0,8705.0,0.08,144.0,
2021-01-02,ITA,89045.0,89045.0,,38316.0,13640.0,0.15,226.0,
2021-01-03,ITA,124121.0,124121.0,,35076.0,16702.0,0.21,276.0,
2021-01-04,ITA,192706.0,192706.0,1.0,68585.0,26296.0,0.32,435.0,0.0
2021-01-05,ITA,272018.0,272018.0,1.0,79312.0,37482.0,0.45,620.0,0.0
2021-01-06,ITA,336630.0,336630.0,1.0,64612.0,46038.0,0.56,761.0,0.0
2021-01-07,ITA,428188.0,428188.0,1.0,91558.0,55488.0,0.71,918.0,0.0
2021-01-08,ITA,523094.0,523094.0,1.0,94906.0,67481.0,0.87,1116.0,0.0
2021-01-09,ITA,609436.0,609436.0,1.0,86342.0,74342.0,1.01,1230.0,0.0
2021-01-10,ITA,669365.0,669365.0,1.0,59929.0,77892.0,1.11,1288.0,0.0
2021-01-11,ITA,750060.0,750060.0,1.0,80695.0,79622.0,1.24,1317.0,0.0
2021-01-12,ITA,831945.0,831945.0,1.0,81885.0,79990.0,1.38,1323.0,0.0
2021-01-13,ITA,926090.0,926090.0,1.0,94145.0,84209.0,1.53,1393.0,0.0
2021-01-14,ITA,1019507.0,1019507.0,1.0,93417.0,84474.0,1.69,1397.0,0.0
2021-01-15,ITA,1108785.0,1108785.0,1.0,89278.0,83670.0,1.83,1384.0,0.0
2021-01-16,ITA,1173441.0,1173441.0,1.0,64656.0,80572.0,1.94,1333.0,0.0
2021-01-17,ITA,1210488.0,1207531.0,2958.0,37047.0,77303.0,2.0,1279.0,0.0
2021-01-18,ITA,1254168.0,1246203.0,7966.0,43680.0,72015.0,2.07,1191.0,0.01
2021-01-19,ITA,1287159.0,1277453.0,9707.0,32991.0,65031.0,2.13,1076.0,0.02
2021-01-20,ITA,1317970.0,1303722.0,14249.0,30811.0,55983.0,2.18,926.0,0.02
2021-01-21,ITA,1353705.0,1319744.0,33962.0,35735.0,47743.0,2.24,790.0,0.06
2021-01-22,ITA,1380379.0,1332426.0,47954.0,26674.0,38799.0,2.28,642.0,0.08
2021-01-23,ITA,1419376.0,1338366.0,81011.0,38997.0,35134.0,2.35,581.0,0.13
2021-01-24,ITA,1453206.0,1341567.0,111640.0,33830.0,34674.0,2.4,573.0,0.18
2021-01-25,ITA,1522199.0,1346324.0,175876.0,68993.0,38290.0,2.52,633.0,0.29
2021-01-26,ITA,1602444.0,1350661.0,251784.0,80245.0,45041.0,2.65,745.0,0.42
2021-01-27,ITA,1673047.0,1356855.0,316193.0,70603.0,50725.0,2.77,839.0,0.52
2021-01-28,ITA,1766504.0,1361657.0,404848.0,93457.0,58971.0,2.92,975.0,0.67
2021-01-29,ITA,1864278.0,1366502.0,497777.0,97774.0,69128.0,3.08,1143.0,0.82
2021-01-30,ITA,1954406.0,1370738.0,583669.0,90128.0,76433.0,3.23,1264.0,0.97
2021-01-31,ITA,2013923.0,1373366.0,640558.0,59517.0,80102.0,3.33,1325.0,1.06
2021-02-01,ITA,2099390.0,1377643.0,721748.0,85467.0,82456.0,3.47,1364.0,1.19
2021-02-02,ITA,2187148.0,1384001.0,803148.0,87758.0,83529.0,3.62,1382.0,1.33
2021-02-03,ITA,2286658.0,1393049.0,893610.0,99510.0,87659.0,3.78,1450.0,1.48
2021-02-04,ITA,2394313.0,1406295.0,988019.0,107655.0,89687.0,3.96,1483.0,1.63
2021-02-05,ITA,2501062.0,1423938.0,1077125.0,106749.0,90969.0,4.14,1505.0,1.78
2021-02-06,ITA,2578437.0,1438319.0,1140119.0,77375.0,89147.0,4.26,1474.0,1.89
2021-02-07,ITA,2620122.0,1447335.0,1172788.0,41685.0,86600.0,4.33,1432.0,1.94
2021-02-08,ITA,2686434.0,1473796.0,1212639.0,66312.0,83863.0,4.44,1387.0,2.01
2021-02-09,ITA,2752826.0,1507864.0,1244963.0,66392.0,80811.0,4.55,1337.0,2.06
2021-02-10,ITA,2824918.0,1552188.0,1272731.0,72092.0,76894.0,4.67,1272.0,2.11
2021-02-11,ITA,2898775.0,1606664.0,1292112.0,73857.0,72066.0,4.79,1192.0,2.14
2021-02-12,ITA,2971826.0,1664541.0,1307286.0,73051.0,67252.0,4.92,1112.0,2.16
2021-02-13,ITA,3023844.0,1709842.0,1314003.0,52018.0,63630.0,5.0,1052.0,2.17
2021-02-14,ITA,3053368.0,1736804.0,1316565.0,29524.0,61892.0,5.05,1024.0,2.18
2021-02-15,ITA,3115026.0,1792527.0,1322500.0,61658.0,61227.0,5.15,1013.0,2.19
2021-02-16,ITA,3185213.0,1856580.0,1328634.0,70187.0,61770.0,5.27,1022.0,2.2
2021-02-17,ITA,3264555.0,1926472.0,1338084.0,79342.0,62805.0,5.4,1039.0,2.21
2021-02-18,ITA,3352988.0,2007041.0,1345948.0,88433.0,64888.0,5.55,1073.0,2.23
2021-02-19,ITA,3444403.0,2092034.0,1352370.0,91415.0,67511.0,5.7,1117.0,2.24
2021-02-20,ITA,3521580.0,2164860.0,1356721.0,77177.0,71105.0,5.82,1176.0,2.24
2021-02-21,ITA,3571826.0,2212893.0,1358934.0,50246.0,74065.0,5.91,1225.0,2.25
2021-02-22,ITA,3675962.0,2311804.0,1364159.0,104136.0,80134.0,6.08,1325.0,2.26
2021-02-23,ITA,3780909.0,2411434.0,1369476.0,104947.0,85099.0,6.25,1407.0,2.27
2021-02-24,ITA,3901498.0,2524113.0,1377386.0,120589.0,90992.0,6.45,1505.0,2.28
2021-02-25,ITA,4028071.0,2638726.0,1389346.0,126573.0,96440.0,6.66,1595.0,2.3
2021-02-26,ITA,4164344.0,2760177.0,1404168.0,136273.0,102849.0,6.89,1701.0,2.32
2021-02-27,ITA,4289464.0,2873493.0,1415972.0,125120.0,109698.0,7.09,1814.0,2.34
2021-02-28,ITA,4366876.0,2942770.0,1424107.0,77412.0,113579.0,7.22,1879.0,2.36
2021-03-01,ITA,4500788.0,3052296.0,1448493.0,133912.0,117832.0,7.44,1949.0,2.4
2021-03-02,ITA,4660843.0,3181664.0,1479180.0,160055.0,125705.0,7.71,2079.0,2.45
2021-03-03,ITA,4845910.0,3324716.0,1521195.0,185067.0,134916.0,8.01,2231.0,2.52
2021-03-04,ITA,5041452.0,3473152.0,1568301.0,195542.0,144769.0,8.34,2394.0,2.59
2021-03-05,ITA,5244740.0,3624257.0,1620484.0,203288.0,154342.0,8.67,2553.0,2.68
2021-03-06,ITA,5420291.0,3760812.0,1659480.0,175551.0,161547.0,8.96,2672.0,2.74
2021-03-07,ITA,5521494.0,3841972.0,1679523.0,101203.0,164945.0,9.13,2728.0,2.78
2021-03-08,ITA,5700171.0,3973485.0,1726687.0,178677.0,171340.0,9.43,2834.0,2.86
2021-03-09,ITA,5892125.0,4116243.0,1775883.0,191954.0,175897.0,9.75,2909.0,2.94
2021-03-10,ITA,6104585.0,4274031.0,1830555.0,212460.0,179811.0,10.1,2974.0,3.03
2021-03-11,ITA,6324718.0,4435155.0,1889564.0,220133.0,183324.0,10.46,3032.0,3.13
2021-03-12,ITA,6533163.0,4583024.0,1950140.0,208445.0,184060.0,10.81,3044.0,3.23
2021-03-13,ITA,6707476.0,4709089.0,1998388.0,174313.0,183884.0,11.09,3041.0,3.31
2021-03-14,ITA,6811698.0,4780149.0,2031550.0,104222.0,184315.0,11.27,3048.0,3.36
2021-03-15,ITA,6983999.0,4882531.0,2101469.0,172301.0,183404.0,11.55,3033.0,3.48
2021-03-16,ITA,7122909.0,4949170.0,2173740.0,138910.0,175826.0,11.78,2908.0,3.6
2021-03-17,ITA,7286864.0,5032450.0,2254415.0,163955.0,168897.0,12.05,2793.0,3.73
2021-03-18,ITA,7448369.0,5114922.0,2333448.0,161505.0,160522.0,12.32,2655.0,3.86
2021-03-19,ITA,7622169.0,5210539.0,2411631.0,173800.0,155572.0,12.61,2573.0,3.99
2021-03-20,ITA,7795773.0,5322338.0,2473436.0,173604.0,155471.0,12.89,2571.0,4.09
2021-03-21,ITA,7924367.0,5405773.0,2518595.0,128594.0,158953.0,13.11,2629.0,4.17
2021-03-22,ITA,8117232.0,5533002.0,2584231.0,192865.0,161890.0,13.43,2678.0,4.27
2021-03-23,ITA,8339730.0,5684425.0,2655306.0,222498.0,173832.0,13.79,2875.0,4.39
2021-03-24,ITA,8592597.0,5851946.0,2740652.0,252867.0,186533.0,14.21,3085.0,4.53
2021-03-25,ITA,8858141.0,6033786.0,2824356.0,265544.0,201396.0,14.65,3331.0,4.67
2021-03-26,ITA,9124679.0,6222349.0,2902331.0,266538.0,214644.0,15.09,3550.0,4.8
2021-03-27,ITA,9361348.0,6392089.0,2969261.0,236669.0,223654.0,15.48,3699.0,4.91
2021-03-28,ITA,9521890.0,6511958.0,3009934.0,160542.0,228218.0,15.75,3775.0,4.98
2021-03-29,ITA,9760770.0,6684980.0,3075792.0,238880.0,234791.0,16.14,3883.0,5.09
2021-03-30,ITA,10025115.0,6873960.0,3151157.0,264345.0,240769.0,16.58,3982.0,5.21
2021-03-31,ITA,10326172.0,7084576.0,3241612.0,301057.0,247654.0,17.08,4096.0,5.36
2021-04-01,ITA,10608933.0,7277664.0,3331285.0,282761.0,250113.0,17.55,4137.0,5.51
2021-04-02,ITA,10886916.0,7476899.0,3410033.0,277983.0,251748.0,18.01,4164.0,5.64
2021-04-03,ITA,11113793.0,7643364.0,3470446.0,226877.0,250349.0,18.38,4141.0,5.74
2021-04-04,ITA,11208628.0,7717880.0,3490765.0,94835.0,240963.0,18.54,3985.0,5.77
2021-04-05,ITA,11377283.0,7848719.0,3528581.0,168655.0,230930.0,18.82,3819.0,5.84
2021-04-06,ITA,11657943.0,8053581.0,3604384.0,280660.0,233261.0,19.28,3858.0,5.96
2021-04-07,ITA,11978395.0,8287447.0,3690970.0,320452.0,236032.0,19.81,3904.0,6.1
2021-04-08,ITA,12307745.0,8529173.0,3778594.0,329350.0,242687.0,20.36,4014.0,6.25
2021-04-09,ITA,12636817.0,8776798.0,3860041.0,329072.0,249986.0,20.9,4135.0,6.38
2021-04-10,ITA,12952978.0,9024647.0,3928353.0,316161.0,262741.0,21.42,4346.0,6.5
2021-04-11,ITA,13151740.0,9182328.0,3969437.0,198762.0,277587.0,21.75,4591.0,6.57
2021-04-12,ITA,13414914.0,9383479.0,4031460.0,263174.0,291090.0,22.19,4814.0,6.67
2021-04-13,ITA,13698980.0,9600393.0,4098612.0,284066.0,291577.0,22.66,4822.0,6.78
2021-04-14,ITA,14014546.0,9836413.0,4178160.0,315566.0,290879.0,23.18,4811.0,6.91
2021-04-15,ITA,14360281.0,10083997.0,4276311.0,345735.0,293219.0,23.75,4850.0,7.07
2021-04-16,ITA,14733883.0,10358567.0,4375343.0,373602.0,299581.0,24.37,4955.0,7.24
2021-04-17,ITA,15087831.0,10628647.0,4459211.0,353948.0,304979.0,24.95,5044.0,7.38
2021-04-18,ITA,15326012.0,10812576.0,4513463.0,238181.0,310610.0,25.35,5137.0,7.46
2021-04-19,ITA,15631462.0,11030487.0,4601002.0,305450.0,316650.0,25.85,5237.0,7.61
2021-04-20,ITA,15959013.0,11260934.0,4698106.0,327551.0,322862.0,26.4,5340.0,7.77
2021-04-21,ITA,16325878.0,11509261.0,4816644.0,366865.0,330190.0,27.0,5461.0,7.97
2021-04-22,ITA,16717529.0,11765935.0,4951910.0,391651.0,336750.0,27.65,5570.0,8.19
2021-04-23,ITA,17114626.0,12033408.0,5082075.0,397097.0,340106.0,28.31,5625.0,8.41
2021-04-24,ITA,17495029.0,12299795.0,5199122.0,380403.0,343885.0,28.94,5688.0,8.6
2021-04-25,ITA,17757408.0,12515252.0,5254791.0,262379.0,347342.0,29.37,5745.0,8.69
2021-04-26,ITA,18095334.0,12771570.0,5345724.0,337926.0,351982.0,29.93,5822.0,8.84
2021-04-27,ITA,18461974.0,13027377.0,5466365.0,366640.0,357566.0,30.53,5914.0,9.04
2021-04-28,ITA,18863354.0,13289881.0,5614165.0,401380.0,362497.0,31.2,5995.0,9.29
2021-04-29,ITA,19382173.0,13635265.0,5797691.0,518819.0,380663.0,32.06,6296.0,9.59
2021-04-30,ITA,19900140.0,13964368.0,6001130.0,517967.0,397931.0,32.91,6582.0,9.93
2021-05-01,ITA,20326265.0,14241597.0,6167830.0,426125.0,404462.0,33.62,6690.0,10.2
2021-05-02,ITA,20689578.0,14487507.0,6296790.0,363313.0,418881.0,34.22,6928.0,10.41
2021-05-03,ITA,21093697.0,14770371.0,6429886.0,404119.0,428338.0,34.89,7084.0,10.63
2021-05-04,ITA,21533485.0,15075050.0,6577049.0,439788.0,438787.0,35.62,7257.0,10.88
2021-05-05,ITA,22006093.0,15403043.0,6735903.0,472608.0,448963.0,36.4,7426.0,11.14
2021-05-06,ITA,22514810.0,15739496.0,6921070.0,508717.0,447520.0,37.24,7402.0,11.45
2021-05-07,ITA,23050393.0,16086828.0,7121815.0,535583.0,450036.0,38.12,7443.0,11.78
2021-05-08,ITA,23554370.0,16404617.0,7325172.0,503977.0,461158.0,38.96,7627.0,12.12
2021-05-09,ITA,23930537.0,16653811.0,7461160.0,376167.0,462994.0,39.58,7658.0,12.34
2021-05-10,ITA,24364694.0,16940133.0,7617076.0,434157.0,467285.0,40.3,7729.0,12.6
2021-05-11,ITA,24811996.0,17232361.0,7781916.0,447302.0,468359.0,41.04,7746.0,12.87
2021-05-12,ITA,25285193.0,17546492.0,7949838.0,473197.0,468443.0,41.82,7748.0,13.15
2021-05-13,ITA,25802008.0,17880282.0,8141027.0,516815.0,469600.0,42.67,7767.0,13.46
2021-05-14,ITA,26344416.0,18220518.0,8351317.0,542408.0,470575.0,43.57,7783.0,13.81
2021-05-15,ITA,26877530.0,18572652.0,8550214.0,533114.0,474737.0,44.45,7852.0,14.14
2021-05-16,ITA,27281371.0,18839748.0,8703131.0,403841.0,478691.0,45.12,7917.0,14.39
2021-05-17,ITA,27742939.0,19107655.0,8914727.0,461568.0,482606.0,45.89,7982.0,14.74
2021-05-18,ITA,28205792.0,19383474.0,9119859.0,462853.0,484828.0,46.65,8019.0,15.08
2021-05-19,ITA,28684905.0,19682681.0,9317896.0,479113.0,485673.0,47.44,8033.0,15.41
2021-05-20,ITA,29228492.0,19985328.0,9578481.0,543587.0,489498.0,48.34,8096.0,15.84
2021-05-21,ITA,29789989.0,20305233.0,9838611.0,561497.0,492225.0,49.27,8141.0,16.27
2021-05-22,ITA,30302269.0,20618341.0,10075970.0,512280.0,489248.0,50.12,8092.0,16.67
2021-05-23,ITA,30705228.0,20865252.0,10267971.0,402959.0,489122.0,50.78,8090.0,16.98
