date,iso_code,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,daily_vaccinations_per_million,people_fully_vaccinated_per_hundred
2021-04-28,HRV,825839.0,648709.0,177130.0,12855.0,14218.0,20.12,3463.0,4.31
2021-04-29,HRV,872726.0,682757.0,189969.0,46887.0,17978.0,21.26,4379.0,4.63
2021-04-30,HRV,901120.0,702470.0,198650.0,28394.0,18700.0,21.95,4555.0,4.84
2021-05-01,HRV,907575.0,707057.0,200518.0,6455.0,17387.0,22.11,4235.0,4.88
2021-05-02,HRV,908839.0,708137.0,200702.0,1264.0,16177.0,22.14,3941.0,4.89
2021-05-03,HRV,921527.0,716861.0,204666.0,12688.0,17544.0,22.45,4274.0,4.99
2021-05-04,HRV,944398.0,734556.0,209842.0,22871.0,18773.0,23.0,4573.0,5.11
2021-05-05,HRV,979181.0,760805.0,218376.0,34783.0,21906.0,23.85,5336.0,5.32
2021-05-06,HRV,1025701.0,796909.0,228792.0,46520.0,21854.0,24.98,5323.0,5.57
2021-05-07,HRV,1078760.0,835320.0,243440.0,53059.0,25377.0,26.28,6182.0,5.93
2021-05-08,HRV,1117709.0,867621.0,250088.0,38949.0,30019.0,27.23,7312.0,6.09
2021-05-09,HRV,1131607.0,879312.0,252295.0,13898.0,31824.0,27.56,7752.0,6.15
2021-05-10,HRV,1154319.0,894881.0,259438.0,22712.0,33256.0,28.12,8101.0,6.32
2021-05-11,HRV,1186581.0,919139.0,267442.0,32262.0,34598.0,28.9,8428.0,6.51
2021-05-12,HRV,,,,,35464.0,,8639.0,
2021-05-13,HRV,1268281.0,980177.0,288104.0,,34654.0,30.89,8441.0,7.02
2021-05-14,HRV,1310456.0,1009609.0,300847.0,42175.0,33099.0,31.92,8063.0,7.33
2021-05-15,HRV,1346991.0,1039233.0,307758.0,36535.0,32755.0,32.81,7979.0,7.5
2021-05-16,HRV,1349447.0,1041215.0,308232.0,2456.0,31120.0,32.87,7581.0,7.51
2021-05-17,HRV,1369969.0,1052032.0,317937.0,20522.0,30807.0,33.37,7504.0,7.74
2021-05-18,HRV,1406279.0,1078103.0,328176.0,36310.0,31385.0,34.26,7645.0,7.99
2021-05-19,HRV,1450169.0,1109161.0,341008.0,43890.0,31820.0,35.32,7751.0,8.31
2021-05-20,HRV,,,,,33070.0,,8056.0,
2021-05-21,HRV,1549368.0,1157655.0,391713.0,,34130.0,37.74,8314.0,9.54
2021-05-22,HRV,1581292.0,1179998.0,401294.0,31924.0,33472.0,38.52,8153.0,9.78
2021-05-23,HRV,1582821.0,1181255.0,401566.0,1529.0,33339.0,38.56,8121.0,9.78
2021-05-24,HRV,1605287.0,1195088.0,410199.0,22466.0,33617.0,39.1,8189.0,9.99
2021-05-25,HRV,1608291.0,1197164.0,411127.0,3004.0,28859.0,39.18,7030.0,10.01
2021-05-26,HRV,1645332.0,1221109.0,424223.0,37041.0,27880.0,40.08,6791.0,10.33
2021-05-27,HRV,1686585.0,1240309.0,446276.0,41253.0,26688.0,41.08,6501.0,10.87
2021-05-28,HRV,1722430.0,1254659.0,467771.0,35845.0,24723.0,41.96,6022.0,11.39
2021-05-29,HRV,1748726.0,1270392.0,478334.0,26296.0,23919.0,42.6,5826.0,11.65
2021-05-30,HRV,1751087.0,1272513.0,478574.0,2361.0,24038.0,42.65,5855.0,11.66
2021-05-31,HRV,1773289.0,1280300.0,492989.0,22202.0,24000.0,43.2,5846.0,12.01
2021-06-01,HRV,1803557.0,1293847.0,509710.0,30268.0,27895.0,43.93,6795.0,12.42
2021-06-02,HRV,1847314.0,1312272.0,535042.0,43757.0,28855.0,45.0,7029.0,13.03
2021-06-03,HRV,1855003.0,1317038.0,537965.0,7689.0,24060.0,45.19,5861.0,13.1
2021-06-04,HRV,1885772.0,1329754.0,556018.0,30769.0,23335.0,45.94,5684.0,13.54
2021-06-05,HRV,1902092.0,1337469.0,564623.0,16320.0,21909.0,46.33,5337.0,13.75
2021-06-06,HRV,1903673.0,1338154.0,565519.0,1581.0,21798.0,46.37,5310.0,13.78
2021-06-07,HRV,1920656.0,1345741.0,574915.0,16983.0,21052.0,46.79,5128.0,14.0
2021-06-08,HRV,1947784.0,1357103.0,590681.0,27128.0,20604.0,47.45,5019.0,14.39
2021-06-09,HRV,,,,,21146.0,,5151.0,
2021-06-10,HRV,2042889.0,1386564.0,656325.0,,26841.0,49.76,6538.0,15.99
2021-06-11,HRV,2087157.0,1401647.0,685510.0,44268.0,28769.0,50.84,7008.0,16.7
2021-06-12,HRV,,,,,30199.0,,7356.0,
2021-06-13,HRV,2139816.0,1413933.0,725833.0,,33735.0,52.12,8217.0,17.68
2021-06-14,HRV,2164874.0,1419924.0,744950.0,25058.0,34888.0,52.73,8498.0,18.15
2021-06-15,HRV,2196552.0,1427566.0,768986.0,31678.0,35538.0,53.51,8657.0,18.73
2021-06-16,HRV,2219196.0,1428340.0,790856.0,22644.0,31980.0,54.06,7790.0,19.26
2021-06-17,HRV,,,,,32275.0,,7862.0,
2021-06-18,HRV,2318428.0,1442925.0,875503.0,,33039.0,56.47,8048.0,21.33
2021-06-19,HRV,,,,,32209.0,,7846.0,
2021-06-20,HRV,2359472.0,1450798.0,908674.0,,31379.0,57.47,7644.0,22.13
2021-06-21,HRV,2379658.0,1455647.0,924011.0,20186.0,30683.0,57.97,7474.0,22.51
2021-06-22,HRV,2389633.0,1456750.0,932833.0,9975.0,27583.0,58.21,6719.0,22.72
2021-06-23,HRV,2424695.0,1462287.0,962408.0,35062.0,29357.0,59.06,7151.0,23.44
2021-06-24,HRV,,,,,27856.0,,6785.0,
2021-06-25,HRV,2502912.0,1472708.0,1030204.0,,26355.0,60.97,6420.0,25.09
2021-06-26,HRV,2524626.0,1476642.0,1047984.0,21714.0,26525.0,61.5,6461.0,25.53
2021-06-27,HRV,2529612.0,1478516.0,1051096.0,4986.0,24306.0,61.62,5921.0,25.6
2021-06-28,HRV,2545040.0,1482581.0,1062459.0,15428.0,23626.0,61.99,5755.0,25.88
2021-06-29,HRV,2573481.0,1488707.0,1084774.0,28441.0,26264.0,62.69,6398.0,26.42
2021-06-30,HRV,,,,,24099.0,,5870.0,
2021-07-01,HRV,,,,,21355.0,,5202.0,
2021-07-02,HRV,2633195.0,1500932.0,1132263.0,,18612.0,64.14,4534.0,27.58
2021-07-03,HRV,2664327.0,1506223.0,1158104.0,31132.0,19957.0,64.9,4861.0,28.21
2021-07-04,HRV,2669307.0,1508083.0,1161224.0,4980.0,19956.0,65.02,4861.0,28.29
2021-07-05,HRV,2687515.0,1511987.0,1175528.0,18208.0,20354.0,65.47,4958.0,28.63
2021-01-06,CYP,3901.0,3901.0,,,,0.44,,
2021-01-07,CYP,,,,,534.0,,601.0,
2021-01-08,CYP,,,,,534.0,,601.0,
2021-01-09,CYP,,,,,534.0,,601.0,
2021-01-10,CYP,6035.0,6035.0,,,534.0,0.68,601.0,
2021-01-11,CYP,,,,,566.0,,637.0,
2021-01-12,CYP,,,,,588.0,,662.0,
2021-01-13,CYP,,,,,604.0,,680.0,
2021-01-14,CYP,,,,,628.0,,707.0,
2021-01-15,CYP,,,,,651.0,,733.0,
2021-01-16,CYP,10226.0,10226.0,,,675.0,1.15,760.0,
2021-01-17,CYP,,,,,752.0,,847.0,
2021-01-18,CYP,,,,,806.0,,908.0,
2021-01-19,CYP,,,,,859.0,,967.0,
2021-01-20,CYP,,,,,913.0,,1028.0,
2021-01-21,CYP,,,,,966.0,,1088.0,
2021-01-22,CYP,,,,,1020.0,,1149.0,
2021-01-23,CYP,17739.0,15322.0,2057.0,,1073.0,2.0,1208.0,0.23
2021-01-24,CYP,,,,,1079.0,,1215.0,
2021-01-25,CYP,,,,,1084.0,,1221.0,
2021-01-26,CYP,,,,,1090.0,,1227.0,
2021-01-27,CYP,,,,,1095.0,,1233.0,
2021-01-28,CYP,,,,,1101.0,,1240.0,
2021-01-29,CYP,,,,,1106.0,,1245.0,
2021-01-30,CYP,25519.0,19618.0,5551.0,,1111.0,2.87,1251.0,0.63
2021-01-31,CYP,,,,,1102.0,,1241.0,
2021-02-01,CYP,,,,,1093.0,,1231.0,
2021-02-02,CYP,,,,,1083.0,,1220.0,
2021-02-03,CYP,,,,,1074.0,,1209.0,
2021-02-04,CYP,,,,,1064.0,,1198.0,
2021-02-05,CYP,,,,,1055.0,,1188.0,
2021-02-06,CYP,32837.0,22813.0,10024.0,,1045.0,3.7,1177.0,1.13
2021-02-07,CYP,,,,,1133.0,,1276.0,
2021-02-08,CYP,,,,,1220.0,,1374.0,
2021-02-09,CYP,,,,,1307.0,,1472.0,
2021-02-10,CYP,,,,,1394.0,,1570.0,
2021-02-11,CYP,,,,,1482.0,,1669.0,
2021-02-12,CYP,,,,,1569.0,,1767.0,
2021-02-13,CYP,44429.0,29592.0,14837.0,,1656.0,5.0,1865.0,1.67
2021-02-14,CYP,,,,,1672.0,,1883.0,
2021-02-15,CYP,,,,,1687.0,,1900.0,
2021-02-16,CYP,,,,,1703.0,,1918.0,
2021-02-17,CYP,,,,,1719.0,,1936.0,
2021-02-18,CYP,,,,,1735.0,,1954.0,
2021-02-19,CYP,,,,,1750.0,,1971.0,
2021-02-20,CYP,56791.0,37570.0,19221.0,,1766.0,6.4,1989.0,2.16
2021-02-21,CYP,,,,,1884.0,,2122.0,
2021-02-22,CYP,,,,,2002.0,,2254.0,
2021-02-23,CYP,64562.0,44239.0,20323.0,,2119.0,7.27,2386.0,2.29
2021-02-24,CYP,,,,,2420.0,,2725.0,
2021-02-25,CYP,,,,,2721.0,,3064.0,
2021-02-26,CYP,76176.0,53617.0,22559.0,,3022.0,8.58,3403.0,2.54
2021-02-27,CYP,,,,,3136.0,,3532.0,
2021-02-28,CYP,,,,,3133.0,,3528.0,
2021-03-01,CYP,,,,,3129.0,,3524.0,
2021-03-02,CYP,,,,,3126.0,,3520.0,
2021-03-03,CYP,,,,,2939.0,,3310.0,
2021-03-04,CYP,,,,,2753.0,,3100.0,
2021-03-05,CYP,,,,,2567.0,,2891.0,
2021-03-06,CYP,,,,,2567.0,,2891.0,
2021-03-07,CYP,99275.0,70534.0,28741.0,,2567.0,11.18,2891.0,3.24
2021-03-08,CYP,,,,,2531.0,,2850.0,
2021-03-09,CYP,,,,,2496.0,,2811.0,
2021-03-10,CYP,,,,,2461.0,,2771.0,
2021-03-11,CYP,,,,,2426.0,,2732.0,
2021-03-12,CYP,,,,,2391.0,,2693.0,
2021-03-13,CYP,,,,,2355.0,,2652.0,
2021-03-14,CYP,,,,,2320.0,,2613.0,
2021-03-15,CYP,,,,,2320.0,,2613.0,
2021-03-16,CYP,,,,,2320.0,,2613.0,
2021-03-17,CYP,,,,,2320.0,,2613.0,
2021-03-18,CYP,,,,,2320.0,,2613.0,
2021-03-19,CYP,,,,,2320.0,,2613.0,
2021-03-20,CYP,129438.0,93475.0,35963.0,,2320.0,14.58,2613.0,4.05
2021-03-21,CYP,,,,,2316.0,,2608.0,
2021-03-22,CYP,,,,,2312.0,,2604.0,
2021-03-23,CYP,,,,,2308.0,,2599.0,
2021-03-24,CYP,,,,,2304.0,,2595.0,
2021-03-25,CYP,,,,,2300.0,,2590.0,
2021-03-26,CYP,,,,,2296.0,,2586.0,
2021-03-27,CYP,,,,,2292.0,,2581.0,
2021-03-28,CYP,,,,,2292.0,,2581.0,
2021-03-29,CYP,,,,,2292.0,,2581.0,
2021-03-30,CYP,,,,,2292.0,,2581.0,
2021-03-31,CYP,,,,,2292.0,,2581.0,
2021-04-01,CYP,,,,,2292.0,,2581.0,
2021-04-02,CYP,,,,,2292.0,,2581.0,
2021-04-03,CYP,161526.0,114660.0,46866.0,,2292.0,18.19,2581.0,5.28
2021-04-04,CYP,,,,,2432.0,,2739.0,
2021-04-05,CYP,,,,,2573.0,,2898.0,
2021-04-06,CYP,,,,,2713.0,,3055.0,
2021-04-07,CYP,174626.0,124165.0,50461.0,,2854.0,19.66,3214.0,5.68
2021-04-08,CYP,,,,,3140.0,,3536.0,
2021-04-09,CYP,183225.0,130937.0,52288.0,,3427.0,20.63,3859.0,5.89
2021-04-10,CYP,,,,,3492.0,,3932.0,
2021-04-11,CYP,,,,,3416.0,,3847.0,
2021-04-12,CYP,,,,,3341.0,,3762.0,
2021-04-13,CYP,,,,,3265.0,,3677.0,
2021-04-14,CYP,,,,,3189.0,,3591.0,
2021-04-15,CYP,,,,,2967.0,,3341.0,
2021-04-16,CYP,202441.0,145357.0,57084.0,,2745.0,22.8,3091.0,6.43
2021-04-17,CYP,,,,,2936.0,,3306.0,
2021-04-18,CYP,,,,,3126.0,,3520.0,
2021-04-19,CYP,214675.0,156682.0,57993.0,,3316.0,24.17,3734.0,6.53
2021-04-20,CYP,219654.0,161389.0,58265.0,4979.0,3635.0,24.74,4093.0,6.56
2021-04-21,CYP,224352.0,165558.0,58794.0,4698.0,3914.0,25.26,4408.0,6.62
2021-04-22,CYP,,,,,4373.0,,4925.0,
2021-04-23,CYP,236265.0,176082.0,60183.0,,4832.0,26.61,5441.0,6.78
2021-04-24,CYP,,,,,5170.0,,5822.0,
2021-04-25,CYP,,,,,5508.0,,6203.0,
2021-04-26,CYP,,,,,5846.0,,6583.0,
2021-04-27,CYP,,,,,6055.0,,6819.0,
2021-04-28,CYP,,,,,6305.0,,7100.0,
2021-04-29,CYP,,,,,6374.0,,7178.0,
2021-04-30,CYP,,,,,6444.0,,7257.0,
2021-05-01,CYP,287816.0,218323.0,69463.0,,6444.0,32.41,7257.0,7.82
2021-05-02,CYP,,,,,6798.0,,7655.0,
2021-05-03,CYP,,,,,7152.0,,8054.0,
2021-05-04,CYP,,,,,7506.0,,8453.0,
2021-05-05,CYP,,,,,7860.0,,8851.0,
2021-05-06,CYP,332423.0,252792.0,79631.0,,8214.0,37.43,9250.0,8.97
2021-05-07,CYP,,,,,8686.0,,9781.0,
2021-05-08,CYP,,,,,9159.0,,10314.0,
2021-05-09,CYP,,,,,9277.0,,10447.0,
2021-05-10,CYP,371430.0,284264.0,87166.0,,9396.0,41.83,10581.0,9.82
2021-05-11,CYP,384639.0,293180.0,91459.0,13209.0,10008.0,43.31,11270.0,10.3
2021-05-12,CYP,400004.0,305274.0,94730.0,15365.0,10929.0,45.05,12307.0,10.67
2021-05-13,CYP,,,,,11403.0,,12841.0,
2021-05-14,CYP,424489.0,320309.0,104180.0,,11759.0,47.8,13242.0,11.73
2021-05-15,CYP,,,,,11085.0,,12483.0,
2021-05-16,CYP,434550.0,325648.0,108902.0,,10410.0,48.94,11723.0,12.26
2021-05-17,CYP,448734.0,334258.0,114476.0,14184.0,11043.0,50.53,12436.0,12.89
2021-05-18,CYP,461901.0,340015.0,121886.0,13167.0,11037.0,52.02,12429.0,13.73
2021-05-19,CYP,476020.0,347840.0,128180.0,14119.0,10859.0,53.61,12229.0,14.43
2021-05-20,CYP,,,,,11110.0,,12511.0,
2021-05-21,CYP,504008.0,356376.0,147632.0,,11360.0,56.76,12793.0,16.63
2021-05-22,CYP,,,,,11937.0,,13442.0,
2021-05-23,CYP,522144.0,361142.0,161002.0,,12513.0,58.8,14091.0,18.13
2021-05-24,CYP,533282.0,369970.0,163312.0,11138.0,12078.0,60.05,13601.0,18.39
2021-05-25,CYP,,,,,12153.0,,13686.0,
2021-05-26,CYP,560664.0,376676.0,183988.0,,12092.0,63.14,13617.0,20.72
2021-05-27,CYP,572426.0,381409.0,191017.0,11762.0,11773.0,64.46,13258.0,21.51
2021-05-28,CYP,,,,,10892.0,,12266.0,
2021-05-29,CYP,,,,,10715.0,,12066.0,
2021-05-30,CYP,595906.0,386710.0,209196.0,,10537.0,67.11,11866.0,23.56
2021-05-31,CYP,,,,,10329.0,,11632.0,
2021-06-01,CYP,615264.0,387966.0,227298.0,,9756.0,69.29,10986.0,25.6
2021-06-02,CYP,622305.0,388475.0,233830.0,7041.0,8806.0,70.08,9917.0,26.33
2021-06-03,CYP,632437.0,394877.0,237560.0,10132.0,8573.0,71.22,9654.0,26.75
2021-06-04,CYP,,,,,8244.0,,9284.0,
2021-06-05,CYP,,,,,7915.0,,8913.0,
2021-06-06,CYP,649005.0,403013.0,245992.0,,7586.0,73.09,8543.0,27.7
2021-06-07,CYP,654896.0,404314.0,250582.0,5891.0,7044.0,73.75,7932.0,28.22
2021-06-08,CYP,662063.0,408513.0,253550.0,7167.0,6686.0,74.56,7529.0,28.55
2021-06-09,CYP,673101.0,413032.0,260069.0,11038.0,7257.0,75.8,8172.0,29.29
2021-06-10,CYP,681219.0,415577.0,265642.0,8118.0,6969.0,76.71,7848.0,29.91
2021-06-11,CYP,689776.0,421974.0,267802.0,8557.0,7402.0,77.68,8336.0,30.16
2021-06-12,CYP,701370.0,425661.0,275709.0,11594.0,8270.0,78.98,9313.0,31.05
2021-06-13,CYP,,,,,8310.0,,9358.0,
2021-06-14,CYP,,,,,8297.0,,9343.0,
2021-06-15,CYP,718775.0,436280.0,282495.0,,8102.0,80.94,9124.0,31.81
2021-06-16,CYP,728458.0,439561.0,288897.0,9683.0,7908.0,82.03,8905.0,32.53
2021-06-17,CYP,739365.0,443121.0,296244.0,10907.0,8307.0,83.26,9355.0,33.36
2021-06-18,CYP,,,,,8066.0,,9083.0,
2021-06-19,CYP,753106.0,447383.0,305723.0,,7391.0,84.81,8323.0,34.43
2021-06-20,CYP,,,,,7104.0,,8000.0,
2021-06-21,CYP,,,,,6817.0,,7677.0,
2021-06-22,CYP,,,,,6529.0,,7352.0,
2021-06-23,CYP,768273.0,452062.0,316211.0,,5688.0,86.52,6405.0,35.61
2021-06-24,CYP,777935.0,453823.0,324112.0,9662.0,5510.0,87.6,6205.0,36.5
2021-06-25,CYP,,,,,5274.0,,5939.0,
2021-06-26,CYP,,,,,5037.0,,5672.0,
2021-06-27,CYP,,,,,5241.0,,5902.0,
2021-06-28,CYP,,,,,5444.0,,6131.0,
2021-06-29,CYP,,,,,5648.0,,6360.0,
2021-06-30,CYP,809234.0,462527.0,346707.0,,5852.0,91.13,6590.0,39.04
2021-07-01,CYP,,,,,5939.0,,6688.0,
2021-07-02,CYP,829778.0,465528.0,364250.0,,6661.0,93.44,7501.0,41.02
2021-07-03,CYP,835997.0,467846.0,368151.0,6219.0,6804.0,94.14,7662.0,41.46
2021-07-04,CYP,,,,,7003.0,,7886.0,
2021-07-05,CYP,849209.0,469213.0,379996.0,,7201.0,95.63,8109.0,42.79
2021-07-06,CYP,856951.0,470045.0,386906.0,7742.0,7562.0,96.5,8516.0,43.57
2020-12-27,CZE,1254.0,1254.0,,,,0.01,,
2020-12-28,CZE,3550.0,3550.0,,2296.0,2296.0,0.03,214.0,
2020-12-29,CZE,7001.0,7001.0,,3451.0,2874.0,0.07,268.0,
2020-12-30,CZE,10480.0,10480.0,,3479.0,3075.0,0.1,287.0,
2020-12-31,CZE,11786.0,11786.0,,1306.0,2633.0,0.11,246.0,
2021-01-01,CZE,12047.0,12047.0,,261.0,2159.0,0.11,202.0,
2021-01-02,CZE,13314.0,13314.0,,1267.0,2010.0,0.12,188.0,
2021-01-03,CZE,14228.0,14228.0,,914.0,1853.0,0.13,173.0,
2021-01-04,CZE,17809.0,17809.0,,3581.0,2037.0,0.17,190.0,
2021-01-05,CZE,22304.0,22304.0,,4495.0,2186.0,0.21,204.0,
2021-01-06,CZE,28130.0,28130.0,,5826.0,2521.0,0.26,235.0,
2021-01-07,CZE,36080.0,36080.0,,7950.0,3471.0,0.34,324.0,
2021-01-08,CZE,46024.0,46024.0,,9944.0,4854.0,0.43,453.0,
2021-01-09,CZE,48037.0,48037.0,,2013.0,4960.0,0.45,463.0,
2021-01-10,CZE,49791.0,49791.0,,1754.0,5080.0,0.46,474.0,
2021-01-11,CZE,59599.0,59599.0,,9808.0,5970.0,0.56,557.0,
2021-01-12,CZE,72982.0,72982.0,,13383.0,7240.0,0.68,676.0,
2021-01-13,CZE,86463.0,86463.0,,13481.0,8333.0,0.81,778.0,
2021-01-14,CZE,101631.0,101631.0,,15168.0,9364.0,0.95,874.0,
2021-01-15,CZE,115574.0,115574.0,,13943.0,9936.0,1.08,928.0,
2021-01-16,CZE,118950.0,118948.0,2.0,3376.0,10130.0,1.11,946.0,0.0
2021-01-17,CZE,122180.0,121544.0,636.0,3230.0,10341.0,1.14,966.0,0.01
2021-01-18,CZE,136454.0,134002.0,2452.0,14274.0,10979.0,1.27,1025.0,0.02
2021-01-19,CZE,151665.0,146508.0,5157.0,15211.0,11240.0,1.42,1050.0,0.05
2021-01-20,CZE,167910.0,160119.0,7791.0,16245.0,11635.0,1.57,1086.0,0.07
2021-01-21,CZE,185220.0,175701.0,9519.0,17310.0,11941.0,1.73,1115.0,0.09
2021-01-22,CZE,201062.0,190506.0,10556.0,15842.0,12213.0,1.88,1140.0,0.1
2021-01-23,CZE,205222.0,193798.0,11424.0,4160.0,12325.0,1.92,1151.0,0.11
2021-01-24,CZE,208332.0,196042.0,12290.0,3110.0,12307.0,1.95,1149.0,0.11
2021-01-25,CZE,220892.0,205643.0,15249.0,12560.0,12063.0,2.06,1126.0,0.14
2021-01-26,CZE,235356.0,216144.0,19212.0,14464.0,11956.0,2.2,1116.0,0.18
2021-01-27,CZE,248852.0,225138.0,23714.0,13496.0,11563.0,2.32,1080.0,0.22
2021-01-28,CZE,261986.0,232176.0,29810.0,13134.0,10967.0,2.45,1024.0,0.28
2021-01-29,CZE,275993.0,238358.0,37635.0,14007.0,10704.0,2.58,1000.0,0.35
2021-01-30,CZE,277798.0,239078.0,38720.0,1805.0,10368.0,2.59,968.0,0.36
2021-01-31,CZE,279674.0,239781.0,39893.0,1876.0,10192.0,2.61,952.0,0.37
2021-02-01,CZE,291519.0,243734.0,47785.0,11845.0,10090.0,2.72,942.0,0.45
2021-02-02,CZE,305829.0,247853.0,57976.0,14310.0,10068.0,2.86,940.0,0.54
2021-02-03,CZE,321175.0,252242.0,68933.0,15346.0,10332.0,3.0,965.0,0.64
2021-02-04,CZE,338979.0,257120.0,81859.0,17804.0,10999.0,3.17,1027.0,0.76
2021-02-05,CZE,355046.0,262557.0,92489.0,16067.0,11293.0,3.32,1055.0,0.86
2021-02-06,CZE,358223.0,263393.0,94830.0,3177.0,11489.0,3.35,1073.0,0.89
2021-02-07,CZE,361545.0,264239.0,97306.0,3322.0,11696.0,3.38,1092.0,0.91
2021-02-08,CZE,376934.0,268270.0,108664.0,15389.0,12202.0,3.52,1139.0,1.01
2021-02-09,CZE,393902.0,273341.0,120561.0,16968.0,12582.0,3.68,1175.0,1.13
2021-02-10,CZE,412546.0,278810.0,133736.0,18644.0,13053.0,3.85,1219.0,1.25
2021-02-11,CZE,434969.0,285097.0,149872.0,22423.0,13713.0,4.06,1281.0,1.4
2021-02-12,CZE,456336.0,291806.0,164530.0,21367.0,14470.0,4.26,1351.0,1.54
2021-02-13,CZE,460890.0,293388.0,167502.0,4554.0,14667.0,4.3,1370.0,1.56
2021-02-14,CZE,463251.0,294378.0,168873.0,2361.0,14529.0,4.33,1357.0,1.58
2021-02-15,CZE,478938.0,300753.0,178185.0,15687.0,14572.0,4.47,1361.0,1.66
2021-02-16,CZE,496644.0,309436.0,187208.0,17706.0,14677.0,4.64,1371.0,1.75
2021-02-17,CZE,514566.0,319105.0,195461.0,17922.0,14574.0,4.8,1361.0,1.83
2021-02-18,CZE,534830.0,331378.0,203452.0,20264.0,14266.0,4.99,1332.0,1.9
2021-02-19,CZE,553938.0,343197.0,210741.0,19108.0,13943.0,5.17,1302.0,1.97
2021-02-20,CZE,557068.0,345163.0,211905.0,3130.0,13740.0,5.2,1283.0,1.98
2021-02-21,CZE,559176.0,346264.0,212912.0,2108.0,13704.0,5.22,1280.0,1.99
2021-02-22,CZE,575254.0,356351.0,218903.0,16078.0,13759.0,5.37,1285.0,2.04
2021-02-23,CZE,595066.0,369226.0,225840.0,19812.0,14060.0,5.56,1313.0,2.11
2021-02-24,CZE,614880.0,383043.0,231837.0,19814.0,14331.0,5.74,1338.0,2.16
2021-02-25,CZE,638334.0,400980.0,237354.0,23454.0,14786.0,5.96,1381.0,2.22
2021-02-26,CZE,659759.0,417092.0,242667.0,21425.0,15117.0,6.16,1412.0,2.27
2021-02-27,CZE,663299.0,420084.0,243215.0,3540.0,15176.0,6.19,1417.0,2.27
2021-02-28,CZE,666179.0,422422.0,243757.0,2880.0,15286.0,6.22,1427.0,2.28
2021-03-01,CZE,689018.0,441860.0,247158.0,22839.0,16252.0,6.43,1518.0,2.31
2021-03-02,CZE,719639.0,468956.0,250683.0,30621.0,17796.0,6.72,1662.0,2.34
2021-03-03,CZE,754841.0,499685.0,255156.0,35202.0,19994.0,7.05,1867.0,2.38
2021-03-04,CZE,792587.0,532780.0,259807.0,37746.0,22036.0,7.4,2058.0,2.43
2021-03-05,CZE,826647.0,561466.0,265181.0,34060.0,23841.0,7.72,2226.0,2.48
2021-03-06,CZE,839564.0,573547.0,266017.0,12917.0,25181.0,7.84,2351.0,2.48
2021-03-07,CZE,851755.0,584910.0,266845.0,12191.0,26511.0,7.95,2476.0,2.49
2021-03-08,CZE,886143.0,614488.0,271655.0,34388.0,28161.0,8.27,2630.0,2.54
2021-03-09,CZE,928633.0,650635.0,277998.0,42490.0,29856.0,8.67,2788.0,2.6
2021-03-10,CZE,976635.0,691721.0,284914.0,48002.0,31685.0,9.12,2959.0,2.66
2021-03-11,CZE,1029581.0,736341.0,293240.0,52946.0,33856.0,9.61,3161.0,2.74
2021-03-12,CZE,1076601.0,774938.0,301663.0,47020.0,35708.0,10.05,3334.0,2.82
2021-03-13,CZE,1094894.0,791947.0,302947.0,18293.0,36476.0,10.22,3406.0,2.83
2021-03-14,CZE,1108084.0,804007.0,304077.0,13190.0,36618.0,10.35,3419.0,2.84
2021-03-15,CZE,1145088.0,832259.0,312829.0,37004.0,36992.0,10.69,3454.0,2.92
2021-03-16,CZE,1194320.0,871014.0,323306.0,49232.0,37955.0,11.15,3544.0,3.02
2021-03-17,CZE,1242120.0,908356.0,333764.0,47800.0,37926.0,11.6,3542.0,3.12
2021-03-18,CZE,1292279.0,946153.0,346126.0,50159.0,37528.0,12.07,3504.0,3.23
2021-03-19,CZE,1340068.0,980389.0,359679.0,47789.0,37638.0,12.51,3515.0,3.36
2021-03-20,CZE,1357097.0,995410.0,361687.0,17029.0,37458.0,12.67,3498.0,3.38
2021-03-21,CZE,1365995.0,1002776.0,363219.0,8898.0,36844.0,12.76,3440.0,3.39
2021-03-22,CZE,1402616.0,1027001.0,375615.0,36621.0,36790.0,13.1,3435.0,3.51
2021-03-23,CZE,1442265.0,1053399.0,388866.0,39649.0,35421.0,13.47,3308.0,3.63
2021-03-24,CZE,1484643.0,1080130.0,404513.0,42378.0,34646.0,13.86,3235.0,3.78
2021-03-25,CZE,1528602.0,1106294.0,422308.0,43959.0,33760.0,14.27,3152.0,3.94
2021-03-26,CZE,1570717.0,1130980.0,439737.0,42115.0,32950.0,14.67,3077.0,4.11
2021-03-27,CZE,1583915.0,1139365.0,444550.0,13198.0,32403.0,14.79,3026.0,4.15
2021-03-28,CZE,1593549.0,1144884.0,448665.0,9634.0,32508.0,14.88,3036.0,4.19
2021-03-29,CZE,1632982.0,1163712.0,469270.0,39433.0,32909.0,15.25,3073.0,4.38
2021-03-30,CZE,1679599.0,1188249.0,491350.0,46617.0,33905.0,15.68,3166.0,4.59
2021-03-31,CZE,1729497.0,1211182.0,518315.0,49898.0,34979.0,16.15,3266.0,4.84
2021-04-01,CZE,1786827.0,1236644.0,550183.0,57330.0,36889.0,16.69,3445.0,5.14
2021-04-02,CZE,1806375.0,1243461.0,562914.0,19548.0,33665.0,16.87,3144.0,5.26
2021-04-03,CZE,1820812.0,1247016.0,573796.0,14437.0,33842.0,17.0,3160.0,5.36
