dateRep,countryterritoryCode,daily_vaccinations,daily_vaccinations_per_million,people_fully_vaccinated,total_vaccinations_per_hundred
2021-04-06,BEL,49949.0,4310.0,603501.0,19.16
2021-04-07,BEL,44696.0,3857.0,613213.0,19.57
2021-04-08,BEL,48105.0,4151.0,629483.0,20.65
2021-04-09,BEL,55443.0,4784.0,644163.0,21.8
2021-04-10,BEL,62176.0,5365.0,648133.0,22.39
2021-04-11,BEL,62718.0,5412.0,648444.0,22.42
2021-04-12,BEL,67568.0,5830.0,657391.0,22.84
2021-04-13,BEL,71209.0,6144.0,665662.0,23.46
2021-04-14,BEL,78731.0,6793.0,690234.0,24.33
2021-04-15,BEL,76743.0,6622.0,716760.0,25.29
2021-04-16,BEL,71094.0,6134.0,734001.0,26.1
2021-04-17,BEL,69683.0,6013.0,739752.0,26.6
2021-04-18,BEL,69982.0,6038.0,739819.0,26.65
2021-04-19,BEL,71742.0,6190.0,744109.0,27.17
2021-04-20,BEL,68574.0,5917.0,747130.0,27.61
2021-04-21,BEL,67334.0,5810.0,751559.0,28.4
2021-04-22,BEL,64977.0,5606.0,757338.0,29.21
2021-04-23,BEL,61750.0,5328.0,764181.0,29.83
2021-04-24,BEL,60046.0,5181.0,765857.0,30.22
2021-04-25,BEL,60090.0,5185.0,765872.0,30.28
2021-04-26,BEL,60341.0,5206.0,772588.0,30.82
2021-04-27,BEL,60714.0,5239.0,786997.0,31.27
2021-04-28,BEL,61081.0,5270.0,802071.0,32.08
2021-04-29,BEL,62593.0,5401.0,821466.0,32.99
2021-04-30,BEL,64108.0,5532.0,843701.0,33.7
2021-05-01,BEL,64254.0,5544.0,851664.0,34.1
2021-05-02,BEL,63867.0,5511.0,851759.0,34.14
2021-05-03,BEL,66117.0,5705.0,866685.0,34.81
2021-05-04,BEL,70291.0,6065.0,885501.0,35.52
2021-05-05,BEL,78699.0,6790.0,959191.0,36.84
2021-05-06,BEL,86328.0,7449.0,1035481.0,38.21
2021-03-01,AUT,18155.0,2016.0,245626.0,7.82
2021-03-02,AUT,19651.0,2182.0,247958.0,8.1
2021-03-03,AUT,20801.0,2310.0,250302.0,8.41
2021-03-04,AUT,21842.0,2425.0,253064.0,8.72
2021-03-05,AUT,22963.0,2550.0,256021.0,9.12
2021-03-06,AUT,23413.0,2600.0,258512.0,9.43
2021-03-07,AUT,23667.0,2628.0,259166.0,9.57
2021-03-08,AUT,24070.0,2673.0,260552.0,9.69
2021-03-09,AUT,24487.0,2719.0,264071.0,10.01
2021-03-10,AUT,24623.0,2734.0,268559.0,10.33
2021-03-11,AUT,27102.0,3009.0,273944.0,10.82
2021-03-12,AUT,30159.0,3349.0,279328.0,11.47
2021-03-13,AUT,33605.0,3731.0,285061.0,12.05
2021-03-14,AUT,36149.0,4014.0,289275.0,12.38
2021-03-15,AUT,37498.0,4163.0,291576.0,12.61
2021-03-16,AUT,37515.0,4165.0,297906.0,12.92
2021-03-17,AUT,38294.0,4252.0,306021.0,13.3
2021-03-18,AUT,36880.0,4095.0,314073.0,13.69
2021-03-19,AUT,36244.0,4024.0,322666.0,14.28
2021-03-20,AUT,35530.0,3945.0,332237.0,14.81
2021-03-21,AUT,33504.0,3720.0,336110.0,14.98
2021-03-22,AUT,32767.0,3638.0,338622.0,15.15
2021-03-23,AUT,33776.0,3750.0,355116.0,15.55
2021-03-24,AUT,34504.0,3831.0,372948.0,15.99
2021-03-25,AUT,36077.0,4006.0,389310.0,16.49
2021-03-26,AUT,35621.0,3955.0,407836.0,17.05
2021-03-27,AUT,34788.0,3863.0,422426.0,17.51
2021-03-28,AUT,34650.0,3847.0,427102.0,17.67
2021-03-29,AUT,36173.0,4016.0,432599.0,17.97
2021-03-30,AUT,36975.0,4105.0,444277.0,18.42
2021-03-31,AUT,36369.0,4038.0,457258.0,18.81
2021-04-01,AUT,35802.0,3975.0,476268.0,19.27
2021-04-02,AUT,34817.0,3866.0,495277.0,19.76
2021-04-03,AUT,32017.0,3555.0,504237.0,20.0
2021-04-04,AUT,31370.0,3483.0,505991.0,20.11
2021-04-05,AUT,29378.0,3262.0,510751.0,20.25
2021-04-06,AUT,28946.0,3214.0,522645.0,20.67
2021-04-07,AUT,31841.0,3535.0,538684.0,21.29
2021-04-08,AUT,36167.0,4016.0,564176.0,22.09
2021-04-09,AUT,41049.0,4558.0,597007.0,22.95
2021-04-10,AUT,47245.0,5246.0,625688.0,23.67
2021-04-11,AUT,49508.0,5497.0,641251.0,23.96
2021-04-12,AUT,52658.0,5847.0,648146.0,24.34
2021-04-13,AUT,53600.0,5951.0,659626.0,24.84
2021-04-14,AUT,55201.0,6129.0,672965.0,25.58
2021-04-15,AUT,55376.0,6149.0,691707.0,26.39
2021-04-16,AUT,54208.0,6019.0,709976.0,27.16
2021-04-17,AUT,53023.0,5887.0,731188.0,27.79
2021-04-18,AUT,52053.0,5780.0,735461.0,28.0
2021-04-19,AUT,51580.0,5727.0,741079.0,28.35
2021-04-20,AUT,51594.0,5729.0,753517.0,28.85
2021-04-21,AUT,50985.0,5661.0,764116.0,29.54
2021-04-22,AUT,50526.0,5610.0,774555.0,30.32
2021-04-23,AUT,50200.0,5574.0,785703.0,31.06
2021-04-24,AUT,47785.0,5306.0,791480.0,31.51
2021-04-25,AUT,49006.0,5441.0,793268.0,31.81
2021-04-26,AUT,48888.0,5428.0,796692.0,32.15
2021-04-27,AUT,49283.0,5472.0,807796.0,32.68
2021-04-28,AUT,48558.0,5391.0,821850.0,33.31
2021-04-29,AUT,49284.0,5472.0,836513.0,34.15
2021-04-30,AUT,50978.0,5660.0,850012.0,35.03
2021-05-01,AUT,51227.0,5688.0,858020.0,35.49
2021-05-02,AUT,49656.0,5513.0,859389.0,35.67
2021-05-03,AUT,49398.0,5485.0,871459.0,35.99
2021-05-04,AUT,51237.0,5689.0,893032.0,36.66
2021-05-05,AUT,53980.0,5994.0,910668.0,37.51
2021-05-06,AUT,56901.0,6318.0,930585.0,38.57
